# pleiades_silk_road_cities.csv — PLEIADES ancient settlements, Silk Road corridor
# DO NOT HAND-EDIT. Regenerate: python3 data/scripts/fetch_pleiades_silk_road.py
# Generated: 2026-04-26T01:49:10Z
# Source: https://atlantides.org/downloads/pleiades/gis/pleiades_gis_data.zip
# Cite: Bagnall et al. (eds.), Pleiades. https://pleiades.stoa.org  DOI:10.5281/zenodo.596503
# Licence: CC BY 3.0
# Filter: lon 28.0–122.0E, lat 18.0–56.0N; types=settlement/urban variants
# N = 4354
pleiades_id,title,lon,lat,place_types,location_precision
961911,Göbekli tepe,62.041402,37.870461,settlement,precise
961907,Faizabad tepe,66.458382,36.893961,settlement,precise
961950,Palgird tepe,61.272486,34.288468,settlement,precise
961928,Kum tepe,65.852481,37.542414,settlement,precise
961969,Tillya tepe,65.789686,36.694610,settlement;cemetery,precise
961924,Khalabad tepe,66.323228,36.895087,settlement,precise
961965,Shurob kurgan,67.049040,37.401575,settlement,precise
961909,Gharluli,64.841593,35.761724,settlement,precise
961933,Maidan kurgan,66.715451,37.908246,settlement,precise
961964,Shor tepe,65.728623,37.595880,settlement,precise
961952,Pir-i Surkh,62.401033,34.070519,settlement,precise
961905,Emshi tepe,65.787068,36.706686,settlement,precise
961944,Nimlik,66.528716,36.844399,settlement,precise
961929,Kumsar,66.842148,37.064185,settlement,precise
961975,Zarshoy,65.105964,35.906095,settlement,precise
961963,Serakhs,61.149993,36.533330,settlement,precise
961918,Jiga tepe,66.604367,37.027258,settlement,precise
961959,Salar tepe,66.468518,36.783304,settlement,precise
961943,Nadir tepe,66.903275,36.810512,settlement,precise
961914,Haroba koshuk,62.149999,37.616681,settlement,precise
961902,Djin tepe,61.921653,37.712459,settlement,precise
961954,Qadis,63.456345,34.797278,settlement,precise
961903,Durnali,62.125393,37.847176,settlement,precise
961939,Mirzabek kala,65.611134,37.590511,settlement,precise
961958,Sabarz,63.370233,34.371561,settlement,precise
961923,Kerkichi,65.243572,37.846709,settlement,precise
961873,Alexandria/Antiochia/Merv,62.192122,37.666391,fort-2;urban;settlement,precise
961890,Bekovskaya krepost',65.159072,37.808104,settlement,precise
961886,Bactra/Zariaspa,66.901097,36.767941,settlement,precise
961872,Alan tepe,62.380867,37.274989,settlement,precise
961896,Choponata,66.888484,37.683522,settlement,precise
961879,Aq tepe Burguchi,65.392645,37.731571,settlement,precise
961880,Aq tepe Nawarid,66.627123,36.796325,settlement,precise
961875,Altin Dilyar tepe,66.766327,37.137027,settlement,precise
961874,Alexandria Ariorum/Artacavan/Harey,62.189142,34.345567,settlement;archaeological-site,precise
961878,Aq Chapar 1,66.487846,37.078591,settlement;archaeological-site,precise
961894,Changly,62.102940,37.837197,settlement,precise
961898,Dabil kurgan,66.517768,37.826334,settlement,precise
961876,Andkhui,65.119297,36.925904,settlement,precise
961895,Chilburj,62.054708,37.687511,settlement,precise
961893,Challa tepe,66.777100,37.674661,settlement,precise
961885,Baba tepe,67.044168,37.834776,settlement,precise
961231336,"Makli, Thatta",67.900457,24.764987,settlement;cemetery,precise
968351378,Akarçay Tepe Höyük,38.021392,36.918101,settlement;archaeological-site;tell,precise
964671598,Sapinuwa,35.237424,40.254099,settlement;archaeological-site,precise
963297878,Telul eth-Thalathat,42.632202,36.413870,settlement,precise
963537714,Bodhgaya,84.987942,24.699188,settlement,precise
96282639,Dionysopolis,29.379247,38.152127,unlocated;settlement,rough
96505315,Tell Abu en-Ni'aj,35.603282,32.438816,settlement,precise
917322799,Değirmenköy,43.515174,38.513049,findspot;archaeological-site;settlement-modern,precise
916165989,Astakos,29.250000,40.250000,settlement,rough
916396910,Kurban Höyük,38.517864,37.504341,settlement,precise
916523749,Volna 1,36.677748,45.148935,settlement,precise
911351383,Tall Deir ‘Allā,35.621124,32.196960,settlement,precise
911351382,Illubru,34.603840,37.170442,settlement,precise
911555695,Tall Abu Danné,37.451390,36.179024,settlement,precise
918941620,S̱īs̱ah,47.359146,38.604573,findspot;settlement-modern,precise
914118847,Bara,41.488051,36.373418,findspot;settlement-modern,precise
91371094,Banbhore,67.521498,24.751691,settlement;port,precise
913163220,Kunulua/Tell Tayinat,36.375942,36.248268,findspot;settlement,precise
912960,Tell Mirza,45.551556,32.111734,settlement,precise
912976,U798,45.234653,32.254433,settlement,precise
912901,Marad,44.785556,32.081433,settlement,precise
912956,Tell Hammam,45.767500,31.636500,settlement;archaeological-site;findspot,precise
912941,Sostrate/Shushtar,48.849999,32.049999,settlement,precise
912957,Tell Jidr/[Dabrum]?/Karkar?,45.703200,31.825400,settlement;archaeological-site,precise
912977,U847,45.315696,32.239930,settlement,precise
912936,Susa/Seleucia ad Eulaeum,48.253537,32.189934,findspot;settlement;archaeological-site;palace-complex,precise
912961,Tell Nahr 'Umar,47.623610,30.772672,settlement,precise
912985,Ur(i),46.105420,30.961318,urban;findspot;settlement;archaeological-site,precise
912950,Tell Abu Salabikh,45.054447,32.252627,settlement;archaeological-site,precise
912966,Tulul Abu Fatas,45.694613,31.973662,settlement,precise
912989,Veh-az-Amid-Kavad/[Arragan],50.309141,30.662826,settlement,precise
912927,Rostag Kavad/[Askar Mukram],48.880963,31.657498,settlement,precise
912970,U045,45.553629,31.723911,settlement,precise
912971,U082,45.650027,31.676139,settlement,precise
912926,Ram Hurmizd,49.608606,31.282166,settlement,precise
912967,Tulul al-Ajjaz,45.318178,31.589977,settlement,precise
912910,Nippur/Nufar/‘Hippareni’,45.230564,32.126763,settlement;archaeological-site,precise
912951,Tell Abu Sarifa,45.198020,32.270349,settlement,precise
912906,Masjid-i Suleiman,49.293319,31.934542,settlement,precise
912952,Tell al-Dhiba'i,45.516946,31.693200,settlement,precise
912991,Zibliyat,45.108339,32.284373,settlement,precise
912968,Tulul Jezzaz,45.434197,31.656518,settlement,precise
912909,Nina,46.495088,31.377417,settlement;archaeological-site;tell,precise
912972,U092,45.707780,31.632631,settlement,precise
912965,Tisiyan,49.812124,32.022063,settlement,precise
912924,Qal'a Huwaysh al-Pasha,45.640387,31.760594,settlement,precise
912973,U253,45.646154,31.458508,settlement,precise
912949,Tell Abu Khay,45.611979,32.307928,settlement,precise
912986,Uruk/Orchoe/Erech/Orikut,45.639052,31.323375,urban;findspot;settlement;archaeological-site,precise
912928,Ruqba Meda'in,46.051794,31.392821,settlement,precise
912953,Tell al-Lahm,46.365900,30.774000,settlement;archaeological-site,precise
912974,U265,45.534401,31.422679,settlement,precise
912923,Qadissiyya,44.500000,31.583332,settlement,precise
912954,Tell Dhahiya,45.631272,32.073473,settlement,precise
912903,Medain,45.512877,31.557513,settlement,precise
912978,U914,45.136549,32.181921,settlement,precise
912981,U1436,45.669661,31.959587,settlement,precise
912980,U1310,45.576248,32.003734,settlement,precise
912979,"U1213, 1214",45.541762,32.082110,settlement,precise
912955,Tell Farawa,45.883515,31.643722,settlement,precise
912963,Tell Tendy,49.471597,30.854797,settlement,precise
912934,Shami,49.690336,32.053345,sanctuary;settlement,precise
912975,U730,45.151626,32.256918,settlement,precise
912959,Tell Laham,45.406200,32.051000,settlement;findspot,precise
912798,'Akkaz,47.915846,29.354970,island;settlement;port,precise
912797,Abu Ruwaysh,45.906548,31.589124,settlement,precise
912872,Jebel Khayabir/Alexandria?/Antiochia?/Spasinou Charax?/Karkh Maisan?/[Astarabad Ardashir]?,47.562804,30.809342,urban;settlement,precise
912829,Chogha Mish,48.555519,32.224001,settlement;archaeological-site,precise
912891,KS956,48.657107,32.201621,settlement,precise
912887,KS920,48.623275,32.099519,settlement,precise
912868,Isin,45.269273,31.885315,settlement;archaeological-site,precise
912845,Eridu,45.995643,30.819991,settlement;archaeological-site,precise
912886,KS907,48.616156,32.113283,settlement,precise
912890,KS954,48.682422,32.191495,settlement,precise
912808,Aqola/[al-Kufa],44.340693,32.001972,settlement,precise
912865,Hurmizd Ardashir/[Suq al-Ahwaz],48.684380,31.316712,settlement,precise
912873,[Jundishapur]/Veh-Andiyok-Shapur/Beth Lapat/Bendosaboron,48.517689,32.280465,urban;settlement,precise
912897,Larsa,45.852450,31.283217,settlement;archaeological-site,precise
912881,Kharg,50.309000,29.249300,settlement;archaeological-site,precise
912803,al-Qusur,48.343680,29.438761,settlement,precise
912818,Mound at Banāt al-Hassan (Adams 134),45.545491,31.548082,settlement;tell,precise
912834,Dastova,48.850425,32.043298,settlement,precise
912855,[Girsu]/Tello(h),46.177635,31.560386,settlement;archaeological-site,precise
912802,[al-Madhar],47.407849,31.493314,settlement,precise
912880,Kas(h)kar,46.082274,32.460543,settlement;settlement-modern,precise
912895,KS1168,48.394680,32.096565,settlement,precise
912899,Maghlub/Forat?/Perat de Meshan?/Bahman Ardashir?/‘Oratha’?/Furat al-Basra?,47.701083,30.782695,settlement,precise
912821,[Basra],47.820635,30.503217,settlement;port,precise
912894,KS992,48.647482,32.088602,settlement,precise
912800,[(al-)Hir(t)a]/Ertha?,44.449851,31.883324,settlement,precise
912889,KS933,48.699219,32.112334,settlement,precise
912870,Ja Nishin/Soloke?/Seleucia?/Surak?,49.426712,30.987225,settlement,precise
912807,Apologos/[al-Ubulla],47.833151,30.521707,settlement,precise
912885,KS369,48.544879,32.203308,settlement,precise
912893,KS990,48.631819,32.090975,settlement,precise
912892,KS989,48.638464,32.080533,settlement,precise
912884,KS75,48.443621,32.101628,settlement,precise
912806,Apamea,46.302313,32.291184,settlement,precise
912851,Failaka/Tell Khazne,48.274487,29.433698,settlement,precise
912888,KS930,48.658874,32.120403,settlement,precise
912830,Chogha Qal,49.792441,31.874377,settlement,precise
988674926,Ellibir,37.257490,38.722928,unlocated;settlement;fort,rough
988674927,Šindarara,37.880743,39.470380,unlocated;settlement;fort,precise
988662689,Dasht-e Nawar,67.716667,33.716667,settlement,precise
982994284,Yarim Tepe (Iran),55.200322,37.147815,settlement;archaeological-site,precise
982176368,Padakku/Fadak,40.466800,25.978600,settlement;archaeological-site;settlement-modern,precise
949325354,Qā`lah Arbīl,44.009290,36.191259,findspot;tell;settlement;archaeological-site;citadel,precise
946060652,Kharab Sayyar,39.562073,36.590495,settlement,precise
946658103,Qamişvan/Değirmendüzü,42.964717,39.210255,findspot;settlement-modern,precise
948303834,Nubt,32.709170,25.940560,settlement;pyramid;cemetery,precise
948243451,Tell Abu al-Kharaz,35.594359,32.399108,settlement,precise
948509452,Chekon,37.498288,45.116045,settlement,precise
944606650,Tepe Gawra,43.260437,36.495821,settlement;archaeological-site,precise
944168237,Maa,32.363407,34.853867,settlement,precise
944396035,Bey Dağları,30.250000,37.250000,settlement,rough
944396034,Marāġe,46.500000,37.500000,settlement,rough
942329,Tepe Hissar,54.385100,36.154500,settlement;archaeological-site;tell,precise
942305,Qal'eh Paras,55.389301,37.297294,settlement,precise
942309,Qal'eh Yasaqi,54.334066,36.828941,settlement,precise
942308,Qal'eh Tokhmaq,54.273300,37.131400,settlement,precise
942312,Qizil Qal'eh,54.865115,37.256236,settlement,precise
942304,Qal'eh Kharabeh,54.417420,37.087259,settlement,precise
942303,Qal'eh Khandan/Zadrakarta?,54.419505,36.812802,settlement,precise
942302,Qal'eh Kanizak,55.065776,37.019620,settlement,precise
942322,[Semnan]/Semina,53.396022,35.572351,settlement,precise
